text,intent
At this point I feel like ending everything because I feel completely hopeless I need someone right now,emergency
At this point I feel like ending everything because I feel completely hopeless I do not know what to do,emergency
At this point I feel like ending everything and I do not feel safe with myself,emergency
At this point I feel like ending everything and I do not feel safe with myself please help me,emergency
At this point I feel like ending everything and I do not feel safe with myself I need someone right now,emergency
At this point I feel like ending everything and I do not feel safe with myself I do not know what to do,emergency
At this point I feel like ending everything because I cannot go on like this,emergency
At this point I feel like ending everything because I cannot go on like this please help me,emergency
At this point I feel like ending everything because I cannot go on like this I need someone right now,emergency
At this point I feel like ending everything because I cannot go on like this I do not know what to do,emergency
At this point I might harm myself because nothing feels worth it,emergency
At this point I might harm myself because nothing feels worth it please help me,emergency
At this point I might harm myself because nothing feels worth it I need someone right now,emergency
At this point I might harm myself because nothing feels worth it I do not know what to do,emergency
At this point I might harm myself and I cannot handle this pain,emergency
At this point I might harm myself and I cannot handle this pain please help me,emergency
At this point I might harm myself and I cannot handle this pain I need someone right now,emergency
At this point I might harm myself and I cannot handle this pain I do not know what to do,emergency
At this point I might harm myself and I have started making a plan,emergency
At this point I might harm myself and I have started making a plan please help me,emergency
At this point I might harm myself and I have started making a plan I need someone right now,emergency
At this point I might harm myself and I have started making a plan I do not know what to do,emergency
At this point I might harm myself because I feel completely hopeless,emergency
At this point I might harm myself because I feel completely hopeless please help me,emergency
At this point I might harm myself because I feel completely hopeless I need someone right now,emergency
At this point I might harm myself because I feel completely hopeless I do not know what to do,emergency
At this point I might harm myself and I do not feel safe with myself,emergency
At this point I might harm myself and I do not feel safe with myself please help me,emergency
At this point I might harm myself and I do not feel safe with myself I need someone right now,emergency
At this point I might harm myself and I do not feel safe with myself I do not know what to do,emergency
At this point I might harm myself because I cannot go on like this,emergency
At this point I might harm myself because I cannot go on like this please help me,emergency
At this point I might harm myself because I cannot go on like this I need someone right now,emergency
At this point I might harm myself because I cannot go on like this I do not know what to do,emergency
Tonight I want to end my life because nothing feels worth it,emergency
Tonight I want to end my life because nothing feels worth it please help me,emergency
Tonight I want to end my life because nothing feels worth it I need someone right now,emergency
Tonight I want to end my life because nothing feels worth it I do not know what to do,emergency
Tonight I want to end my life and I cannot handle this pain,emergency
Tonight I want to end my life and I cannot handle this pain please help me,emergency
Tonight I want to end my life and I cannot handle this pain I need someone right now,emergency
Tonight I want to end my life and I cannot handle this pain I do not know what to do,emergency
Tonight I want to end my life and I have started making a plan,emergency
Tonight I want to end my life and I have started making a plan please help me,emergency
Tonight I want to end my life and I have started making a plan I need someone right now,emergency
Tonight I want to end my life and I have started making a plan I do not know what to do,emergency
Tonight I want to end my life because I feel completely hopeless,emergency
Tonight I want to end my life because I feel completely hopeless please help me,emergency
Tonight I want to end my life because I feel completely hopeless I need someone right now,emergency
Tonight I want to end my life because I feel completely hopeless I do not know what to do,emergency
Tonight I want to end my life and I do not feel safe with myself,emergency
Tonight I want to end my life and I do not feel safe with myself please help me,emergency
Tonight I want to end my life and I do not feel safe with myself I need someone right now,emergency
Tonight I want to end my life and I do not feel safe with myself I do not know what to do,emergency
Tonight I want to end my life because I cannot go on like this,emergency
Tonight I want to end my life because I cannot go on like this please help me,emergency
Tonight I want to end my life because I cannot go on like this I need someone right now,emergency
Tonight I want to end my life because I cannot go on like this I do not know what to do,emergency
Tonight I want to kill myself because nothing feels worth it,emergency
Tonight I want to kill myself because nothing feels worth it please help me,emergency
Tonight I want to kill myself because nothing feels worth it I need someone right now,emergency
Tonight I want to kill myself because nothing feels worth it I do not know what to do,emergency
Tonight I want to kill myself and I cannot handle this pain,emergency
Tonight I want to kill myself and I cannot handle this pain please help me,emergency
Tonight I want to kill myself and I cannot handle this pain I need someone right now,emergency
Tonight I want to kill myself and I cannot handle this pain I do not know what to do,emergency
Tonight I want to kill myself and I have started making a plan,emergency
Tonight I want to kill myself and I have started making a plan please help me,emergency
Tonight I want to kill myself and I have started making a plan I need someone right now,emergency
Tonight I want to kill myself and I have started making a plan I do not know what to do,emergency
Tonight I want to kill myself because I feel completely hopeless,emergency
Tonight I want to kill myself because I feel completely hopeless please help me,emergency
Tonight I want to kill myself because I feel completely hopeless I need someone right now,emergency
Tonight I want to kill myself because I feel completely hopeless I do not know what to do,emergency
Tonight I want to kill myself and I do not feel safe with myself,emergency
Tonight I want to kill myself and I do not feel safe with myself please help me,emergency
Tonight I want to kill myself and I do not feel safe with myself I need someone right now,emergency
Tonight I want to kill myself and I do not feel safe with myself I do not know what to do,emergency
Tonight I want to kill myself because I cannot go on like this,emergency
Tonight I want to kill myself because I cannot go on like this please help me,emergency
Tonight I want to kill myself because I cannot go on like this I need someone right now,emergency
Tonight I want to kill myself because I cannot go on like this I do not know what to do,emergency
Tonight I do not want to live anymore because nothing feels worth it,emergency
Tonight I do not want to live anymore because nothing feels worth it please help me,emergency
Tonight I do not want to live anymore because nothing feels worth it I need someone right now,emergency
Tonight I do not want to live anymore because nothing feels worth it I do not know what to do,emergency
Tonight I do not want to live anymore and I cannot handle this pain,emergency
Tonight I do not want to live anymore and I cannot handle this pain please help me,emergency
Tonight I do not want to live anymore and I cannot handle this pain I need someone right now,emergency
Tonight I do not want to live anymore and I cannot handle this pain I do not know what to do,emergency
Tonight I do not want to live anymore and I have started making a plan,emergency
Tonight I do not want to live anymore and I have started making a plan please help me,emergency
Tonight I do not want to live anymore and I have started making a plan I need someone right now,emergency
Tonight I do not want to live anymore and I have started making a plan I do not know what to do,emergency
Tonight I do not want to live anymore because I feel completely hopeless,emergency
Tonight I do not want to live anymore because I feel completely hopeless please help me,emergency
Tonight I do not want to live anymore because I feel completely hopeless I need someone right now,emergency
Tonight I do not want to live anymore because I feel completely hopeless I do not know what to do,emergency
Tonight I do not want to live anymore and I do not feel safe with myself,emergency
Tonight I do not want to live anymore and I do not feel safe with myself please help me,emergency
Tonight I do not want to live anymore and I do not feel safe with myself I need someone right now,emergency
Tonight I do not want to live anymore and I do not feel safe with myself I do not know what to do,emergency
Tonight I do not want to live anymore because I cannot go on like this,emergency
Tonight I do not want to live anymore because I cannot go on like this please help me,emergency
Tonight I do not want to live anymore because I cannot go on like this I need someone right now,emergency
Tonight I do not want to live anymore because I cannot go on like this I do not know what to do,emergency
Tonight I am thinking of hurting myself because nothing feels worth it,emergency
Tonight I am thinking of hurting myself because nothing feels worth it please help me,emergency
Tonight I am thinking of hurting myself because nothing feels worth it I need someone right now,emergency
Tonight I am thinking of hurting myself because nothing feels worth it I do not know what to do,emergency
Tonight I am thinking of hurting myself and I cannot handle this pain,emergency
Tonight I am thinking of hurting myself and I cannot handle this pain please help me,emergency
Tonight I am thinking of hurting myself and I cannot handle this pain I need someone right now,emergency
Tonight I am thinking of hurting myself and I cannot handle this pain I do not know what to do,emergency
Tonight I am thinking of hurting myself and I have started making a plan,emergency
Tonight I am thinking of hurting myself and I have started making a plan please help me,emergency
Tonight I am thinking of hurting myself and I have started making a plan I need someone right now,emergency
Tonight I am thinking of hurting myself and I have started making a plan I do not know what to do,emergency
Tonight I am thinking of hurting myself because I feel completely hopeless,emergency
Tonight I am thinking of hurting myself because I feel completely hopeless please help me,emergency
Tonight I am thinking of hurting myself because I feel completely hopeless I need someone right now,emergency
Tonight I am thinking of hurting myself because I feel completely hopeless I do not know what to do,emergency
Tonight I am thinking of hurting myself and I do not feel safe with myself,emergency
Tonight I am thinking of hurting myself and I do not feel safe with myself please help me,emergency
Tonight I am thinking of hurting myself and I do not feel safe with myself I need someone right now,emergency
Tonight I am thinking of hurting myself and I do not feel safe with myself I do not know what to do,emergency
Tonight I am thinking of hurting myself because I cannot go on like this,emergency
Tonight I am thinking of hurting myself because I cannot go on like this please help me,emergency
Tonight I am thinking of hurting myself because I cannot go on like this I need someone right now,emergency
Tonight I am thinking of hurting myself because I cannot go on like this I do not know what to do,emergency
Tonight I feel like ending everything because nothing feels worth it,emergency
Tonight I feel like ending everything because nothing feels worth it please help me,emergency
Tonight I feel like ending everything because nothing feels worth it I need someone right now,emergency
Tonight I feel like ending everything because nothing feels worth it I do not know what to do,emergency
Tonight I feel like ending everything and I cannot handle this pain,emergency
Tonight I feel like ending everything and I cannot handle this pain please help me,emergency
Tonight I feel like ending everything and I cannot handle this pain I need someone right now,emergency
Tonight I feel like ending everything and I cannot handle this pain I do not know what to do,emergency
Tonight I feel like ending everything and I have started making a plan,emergency
Tonight I feel like ending everything and I have started making a plan please help me,emergency
Tonight I feel like ending everything and I have started making a plan I need someone right now,emergency
Tonight I feel like ending everything and I have started making a plan I do not know what to do,emergency
Tonight I feel like ending everything because I feel completely hopeless,emergency
Tonight I feel like ending everything because I feel completely hopeless please help me,emergency
Tonight I feel like ending everything because I feel completely hopeless I need someone right now,emergency
Tonight I feel like ending everything because I feel completely hopeless I do not know what to do,emergency
Tonight I feel like ending everything and I do not feel safe with myself,emergency
Tonight I feel like ending everything and I do not feel safe with myself please help me,emergency
Tonight I feel like ending everything and I do not feel safe with myself I need someone right now,emergency
Tonight I feel like ending everything and I do not feel safe with myself I do not know what to do,emergency
Tonight I feel like ending everything because I cannot go on like this,emergency
Tonight I feel like ending everything because I cannot go on like this please help me,emergency
Tonight I feel like ending everything because I cannot go on like this I need someone right now,emergency
Tonight I feel like ending everything because I cannot go on like this I do not know what to do,emergency
Tonight I might harm myself because nothing feels worth it,emergency
Tonight I might harm myself because nothing feels worth it please help me,emergency
Tonight I might harm myself because nothing feels worth it I need someone right now,emergency
Tonight I might harm myself because nothing feels worth it I do not know what to do,emergency
Tonight I might harm myself and I cannot handle this pain,emergency
Tonight I might harm myself and I cannot handle this pain please help me,emergency
Tonight I might harm myself and I cannot handle this pain I need someone right now,emergency
Tonight I might harm myself and I cannot handle this pain I do not know what to do,emergency
Tonight I might harm myself and I have started making a plan,emergency
Tonight I might harm myself and I have started making a plan please help me,emergency
Tonight I might harm myself and I have started making a plan I need someone right now,emergency
Tonight I might harm myself and I have started making a plan I do not know what to do,emergency
Tonight I might harm myself because I feel completely hopeless,emergency
Tonight I might harm myself because I feel completely hopeless please help me,emergency
Tonight I might harm myself because I feel completely hopeless I need someone right now,emergency
Tonight I might harm myself because I feel completely hopeless I do not know what to do,emergency
Tonight I might harm myself and I do not feel safe with myself,emergency
Tonight I might harm myself and I do not feel safe with myself please help me,emergency
Tonight I might harm myself and I do not feel safe with myself I need someone right now,emergency
Tonight I might harm myself and I do not feel safe with myself I do not know what to do,emergency
Tonight I might harm myself because I cannot go on like this,emergency
Tonight I might harm myself because I cannot go on like this please help me,emergency
Tonight I might harm myself because I cannot go on like this I need someone right now,emergency
Tonight I might harm myself because I cannot go on like this I do not know what to do,emergency
I feel so anxious after work,emotional_support
I feel so anxious after work and I just need someone to listen,emotional_support
I feel so anxious after work and I do not know how to cope,emotional_support
I feel so anxious after work and I feel like crying,emotional_support
I feel so anxious after work and I need emotional support,emotional_support
I feel so anxious when I wake up,emotional_support
I feel so anxious when I wake up and I just need someone to listen,emotional_support
I feel so anxious when I wake up and I do not know how to cope,emotional_support
I feel so anxious when I wake up and I feel like crying,emotional_support
I feel so anxious when I wake up and I need emotional support,emotional_support
I feel so anxious every evening,emotional_support
I feel so anxious every evening and I just need someone to listen,emotional_support
I feel so anxious every evening and I do not know how to cope,emotional_support
I feel so anxious every evening and I feel like crying,emotional_support
I feel so anxious every evening and I need emotional support,emotional_support
I feel so anxious all the time,emotional_support
I feel so anxious all the time and I just need someone to listen,emotional_support
I feel so anxious all the time and I do not know how to cope,emotional_support
I feel so anxious all the time and I feel like crying,emotional_support
I feel so anxious all the time and I need emotional support,emotional_support
I feel so anxious since the weekend,emotional_support
I feel so anxious since the weekend and I just need someone to listen,emotional_support
I feel so anxious since the weekend and I do not know how to cope,emotional_support
I feel so anxious since the weekend and I feel like crying,emotional_support
I feel so anxious since the weekend and I need emotional support,emotional_support
I feel so anxious around other people,emotional_support
I feel so anxious around other people and I just need someone to listen,emotional_support
I feel so anxious around other people and I do not know how to cope,emotional_support
I feel so anxious around other people and I feel like crying,emotional_support
I feel so anxious around other people and I need emotional support,emotional_support
I feel so anxious even when nothing is wrong,emotional_support
I feel so anxious even when nothing is wrong and I just need someone to listen,emotional_support
I feel so anxious even when nothing is wrong and I do not know how to cope,emotional_support
I feel so anxious even when nothing is wrong and I feel like crying,emotional_support
I feel so anxious even when nothing is wrong and I need emotional support,emotional_support
I feel really low after work,emotional_support
I feel really low after work and I just need someone to listen,emotional_support
I feel really low after work and I do not know how to cope,emotional_support
I feel really low after work and I feel like crying,emotional_support
I feel really low after work and I need emotional support,emotional_support
I feel really low when I wake up,emotional_support
I feel really low when I wake up and I just need someone to listen,emotional_support
I feel really low when I wake up and I do not know how to cope,emotional_support
I feel really low when I wake up and I feel like crying,emotional_support
I feel really low when I wake up and I need emotional support,emotional_support
I feel really low every evening,emotional_support
I feel really low every evening and I just need someone to listen,emotional_support
I feel really low every evening and I do not know how to cope,emotional_support
I feel really low every evening and I feel like crying,emotional_support
I feel really low every evening and I need emotional support,emotional_support
I feel really low all the time,emotional_support
I feel really low all the time and I just need someone to listen,emotional_support
I feel really low all the time and I do not know how to cope,emotional_support
I feel really low all the time and I feel like crying,emotional_support
I feel really low all the time and I need emotional support,emotional_support
I feel really low since the weekend,emotional_support
I feel really low since the weekend and I just need someone to listen,emotional_support
I feel really low since the weekend and I do not know how to cope,emotional_support
I feel really low since the weekend and I feel like crying,emotional_support
I feel really low since the weekend and I need emotional support,emotional_support
I feel really low around other people,emotional_support
I feel really low around other people and I just need someone to listen,emotional_support
I feel really low around other people and I do not know how to cope,emotional_support
I feel really low around other people and I feel like crying,emotional_support
I feel really low around other people and I need emotional support,emotional_support
I feel really low even when nothing is wrong,emotional_support
I feel really low even when nothing is wrong and I just need someone to listen,emotional_support
I feel really low even when nothing is wrong and I do not know how to cope,emotional_support
I feel really low even when nothing is wrong and I feel like crying,emotional_support
I feel really low even when nothing is wrong and I need emotional support,emotional_support
I feel completely alone after work,emotional_support
I feel completely alone after work and I just need someone to listen,emotional_support
I feel completely alone after work and I do not know how to cope,emotional_support
I feel completely alone after work and I feel like crying,emotional_support
I feel completely alone after work and I need emotional support,emotional_support
I feel completely alone when I wake up,emotional_support
I feel completely alone when I wake up and I just need someone to listen,emotional_support
I feel completely alone when I wake up and I do not know how to cope,emotional_support
I feel completely alone when I wake up and I feel like crying,emotional_support
I feel completely alone when I wake up and I need emotional support,emotional_support
I feel completely alone every evening,emotional_support
I feel completely alone every evening and I just need someone to listen,emotional_support
I feel completely alone every evening and I do not know how to cope,emotional_support
I feel completely alone every evening and I feel like crying,emotional_support
I feel completely alone every evening and I need emotional support,emotional_support
I feel completely alone all the time,emotional_support
I feel completely alone all the time and I just need someone to listen,emotional_support
I feel completely alone all the time and I do not know how to cope,emotional_support
I feel completely alone all the time and I feel like crying,emotional_support
I feel completely alone all the time and I need emotional support,emotional_support
I feel completely alone since the weekend,emotional_support
I feel completely alone since the weekend and I just need someone to listen,emotional_support
I feel completely alone since the weekend and I do not know how to cope,emotional_support
I feel completely alone since the weekend and I feel like crying,emotional_support
I feel completely alone since the weekend and I need emotional support,emotional_support
I feel completely alone around other people,emotional_support
I feel completely alone around other people and I just need someone to listen,emotional_support
I feel completely alone around other people and I do not know how to cope,emotional_support
I feel completely alone around other people and I feel like crying,emotional_support
I feel completely alone around other people and I need emotional support,emotional_support
I feel completely alone even when nothing is wrong,emotional_support
I feel completely alone even when nothing is wrong and I just need someone to listen,emotional_support
I feel completely alone even when nothing is wrong and I do not know how to cope,emotional_support
I feel completely alone even when nothing is wrong and I feel like crying,emotional_support
I feel completely alone even when nothing is wrong and I need emotional support,emotional_support
I feel emotionally exhausted after work,emotional_support
I feel emotionally exhausted after work and I just need someone to listen,emotional_support
I feel emotionally exhausted after work and I do not know how to cope,emotional_support
I feel emotionally exhausted after work and I feel like crying,emotional_support
I feel emotionally exhausted after work and I need emotional support,emotional_support
I feel emotionally exhausted when I wake up,emotional_support
I feel emotionally exhausted when I wake up and I just need someone to listen,emotional_support
I feel emotionally exhausted when I wake up and I do not know how to cope,emotional_support
I feel emotionally exhausted when I wake up and I feel like crying,emotional_support
I feel emotionally exhausted when I wake up and I need emotional support,emotional_support
I feel emotionally exhausted every evening,emotional_support
I feel emotionally exhausted every evening and I just need someone to listen,emotional_support
I feel emotionally exhausted every evening and I do not know how to cope,emotional_support
I feel emotionally exhausted every evening and I feel like crying,emotional_support
I feel emotionally exhausted every evening and I need emotional support,emotional_support
I feel emotionally exhausted all the time,emotional_support
I feel emotionally exhausted all the time and I just need someone to listen,emotional_support
I feel emotionally exhausted all the time and I do not know how to cope,emotional_support
I feel emotionally exhausted all the time and I feel like crying,emotional_support
I feel emotionally exhausted all the time and I need emotional support,emotional_support
I feel emotionally exhausted since the weekend,emotional_support
I feel emotionally exhausted since the weekend and I just need someone to listen,emotional_support
I feel emotionally exhausted since the weekend and I do not know how to cope,emotional_support
I feel emotionally exhausted since the weekend and I feel like crying,emotional_support
I feel emotionally exhausted since the weekend and I need emotional support,emotional_support
I feel emotionally exhausted around other people,emotional_support
I feel emotionally exhausted around other people and I just need someone to listen,emotional_support
I feel emotionally exhausted around other people and I do not know how to cope,emotional_support
I feel emotionally exhausted around other people and I feel like crying,emotional_support
I feel emotionally exhausted around other people and I need emotional support,emotional_support
I feel emotionally exhausted even when nothing is wrong,emotional_support
I feel emotionally exhausted even when nothing is wrong and I just need someone to listen,emotional_support
I feel emotionally exhausted even when nothing is wrong and I do not know how to cope,emotional_support
I feel emotionally exhausted even when nothing is wrong and I feel like crying,emotional_support
I feel emotionally exhausted even when nothing is wrong and I need emotional support,emotional_support
I feel hopeless and drained after work,emotional_support
I feel hopeless and drained after work and I just need someone to listen,emotional_support
I feel hopeless and drained after work and I do not know how to cope,emotional_support
I feel hopeless and drained after work and I feel like crying,emotional_support
I feel hopeless and drained after work and I need emotional support,emotional_support
I feel hopeless and drained when I wake up,emotional_support
I feel hopeless and drained when I wake up and I just need someone to listen,emotional_support
I feel hopeless and drained when I wake up and I do not know how to cope,emotional_support
I feel hopeless and drained when I wake up and I feel like crying,emotional_support
I feel hopeless and drained when I wake up and I need emotional support,emotional_support
I feel hopeless and drained every evening,emotional_support
I feel hopeless and drained every evening and I just need someone to listen,emotional_support
I feel hopeless and drained every evening and I do not know how to cope,emotional_support
I feel hopeless and drained every evening and I feel like crying,emotional_support
I feel hopeless and drained every evening and I need emotional support,emotional_support
I feel hopeless and drained all the time,emotional_support
I feel hopeless and drained all the time and I just need someone to listen,emotional_support
I feel hopeless and drained all the time and I do not know how to cope,emotional_support
I feel hopeless and drained all the time and I feel like crying,emotional_support
I feel hopeless and drained all the time and I need emotional support,emotional_support
I feel hopeless and drained since the weekend,emotional_support
I feel hopeless and drained since the weekend and I just need someone to listen,emotional_support
I feel hopeless and drained since the weekend and I do not know how to cope,emotional_support
I feel hopeless and drained since the weekend and I feel like crying,emotional_support
I feel hopeless and drained since the weekend and I need emotional support,emotional_support
I feel hopeless and drained around other people,emotional_support
I feel hopeless and drained around other people and I just need someone to listen,emotional_support
I feel hopeless and drained around other people and I do not know how to cope,emotional_support
I feel hopeless and drained around other people and I feel like crying,emotional_support
I feel hopeless and drained around other people and I need emotional support,emotional_support
I feel hopeless and drained even when nothing is wrong,emotional_support
I feel hopeless and drained even when nothing is wrong and I just need someone to listen,emotional_support
I feel hopeless and drained even when nothing is wrong and I do not know how to cope,emotional_support
I feel hopeless and drained even when nothing is wrong and I feel like crying,emotional_support
I feel hopeless and drained even when nothing is wrong and I need emotional support,emotional_support
I feel scared for no reason after work,emotional_support
I feel scared for no reason after work and I just need someone to listen,emotional_support
I feel scared for no reason after work and I do not know how to cope,emotional_support
I feel scared for no reason after work and I feel like crying,emotional_support
I feel scared for no reason after work and I need emotional support,emotional_support
I feel scared for no reason when I wake up,emotional_support
I feel scared for no reason when I wake up and I just need someone to listen,emotional_support
I feel scared for no reason when I wake up and I do not know how to cope,emotional_support
I feel scared for no reason when I wake up and I feel like crying,emotional_support
I feel scared for no reason when I wake up and I need emotional support,emotional_support
I feel scared for no reason every evening,emotional_support
I feel scared for no reason every evening and I just need someone to listen,emotional_support
I feel scared for no reason every evening and I do not know how to cope,emotional_support
I feel scared for no reason every evening and I feel like crying,emotional_support
I feel scared for no reason every evening and I need emotional support,emotional_support
I feel scared for no reason all the time,emotional_support
I feel scared for no reason all the time and I just need someone to listen,emotional_support
I feel scared for no reason all the time and I do not know how to cope,emotional_support
I feel scared for no reason all the time and I feel like crying,emotional_support
I feel scared for no reason all the time and I need emotional support,emotional_support
I feel scared for no reason since the weekend,emotional_support
I feel scared for no reason since the weekend and I just need someone to listen,emotional_support
I feel scared for no reason since the weekend and I do not know how to cope,emotional_support
I feel scared for no reason since the weekend and I feel like crying,emotional_support
I feel scared for no reason since the weekend and I need emotional support,emotional_support
I feel scared for no reason around other people,emotional_support
I feel scared for no reason around other people and I just need someone to listen,emotional_support
I feel scared for no reason around other people and I do not know how to cope,emotional_support
I feel scared for no reason around other people and I feel like crying,emotional_support
I feel scared for no reason around other people and I need emotional support,emotional_support
I feel scared for no reason even when nothing is wrong,emotional_support
I feel scared for no reason even when nothing is wrong and I just need someone to listen,emotional_support
I feel scared for no reason even when nothing is wrong and I do not know how to cope,emotional_support
I feel scared for no reason even when nothing is wrong and I feel like crying,emotional_support
I feel scared for no reason even when nothing is wrong and I need emotional support,emotional_support
I feel like I am breaking down after work,emotional_support
I feel like I am breaking down after work and I just need someone to listen,emotional_support
I feel like I am breaking down after work and I do not know how to cope,emotional_support
I feel like I am breaking down after work and I feel like crying,emotional_support
I feel like I am breaking down after work and I need emotional support,emotional_support
I feel like I am breaking down when I wake up,emotional_support
I feel like I am breaking down when I wake up and I just need someone to listen,emotional_support
I feel like I am breaking down when I wake up and I do not know how to cope,emotional_support
I feel like I am breaking down when I wake up and I feel like crying,emotional_support
I feel like I am breaking down when I wake up and I need emotional support,emotional_support
I feel like I am breaking down every evening,emotional_support
I feel like I am breaking down every evening and I just need someone to listen,emotional_support
I feel like I am breaking down every evening and I do not know how to cope,emotional_support
I feel like I am breaking down every evening and I feel like crying,emotional_support
I feel like I am breaking down every evening and I need emotional support,emotional_support
I feel like I am breaking down all the time,emotional_support
I feel like I am breaking down all the time and I just need someone to listen,emotional_support
I feel like I am breaking down all the time and I do not know how to cope,emotional_support
I feel like I am breaking down all the time and I feel like crying,emotional_support
I feel like I am breaking down all the time and I need emotional support,emotional_support
I feel like I am breaking down since the weekend,emotional_support
I feel like I am breaking down since the weekend and I just need someone to listen,emotional_support
I feel like I am breaking down since the weekend and I do not know how to cope,emotional_support
I feel like I am breaking down since the weekend and I feel like crying,emotional_support
I feel like I am breaking down since the weekend and I need emotional support,emotional_support
I feel like I am breaking down around other people,emotional_support
I feel like I am breaking down around other people and I just need someone to listen,emotional_support
I feel like I am breaking down around other people and I do not know how to cope,emotional_support
I feel like I am breaking down around other people and I feel like crying,emotional_support
I feel like I am breaking down around other people and I need emotional support,emotional_support
I feel like I am breaking down even when nothing is wrong,emotional_support
I feel like I am breaking down even when nothing is wrong and I just need someone to listen,emotional_support
I feel like I am breaking down even when nothing is wrong and I do not know how to cope,emotional_support
I feel like I am breaking down even when nothing is wrong and I feel like crying,emotional_support
I feel like I am breaking down even when nothing is wrong and I need emotional support,emotional_support
I feel like nobody understands me after work,emotional_support
I feel like nobody understands me after work and I just need someone to listen,emotional_support
I feel like nobody understands me after work and I do not know how to cope,emotional_support
I feel like nobody understands me after work and I feel like crying,emotional_support
I feel like nobody understands me after work and I need emotional support,emotional_support
I feel like nobody understands me when I wake up,emotional_support
I feel like nobody understands me when I wake up and I just need someone to listen,emotional_support
I feel like nobody understands me when I wake up and I do not know how to cope,emotional_support
I feel like nobody understands me when I wake up and I feel like crying,emotional_support
I feel like nobody understands me when I wake up and I need emotional support,emotional_support
I feel like nobody understands me every evening,emotional_support
I feel like nobody understands me every evening and I just need someone to listen,emotional_support
I feel like nobody understands me every evening and I do not know how to cope,emotional_support
I feel like nobody understands me every evening and I feel like crying,emotional_support
I feel like nobody understands me every evening and I need emotional support,emotional_support
I feel like nobody understands me all the time,emotional_support
I feel like nobody understands me all the time and I just need someone to listen,emotional_support
I feel like nobody understands me all the time and I do not know how to cope,emotional_support
I feel like nobody understands me all the time and I feel like crying,emotional_support
I feel like nobody understands me all the time and I need emotional support,emotional_support
I feel like nobody understands me since the weekend,emotional_support
I feel like nobody understands me since the weekend and I just need someone to listen,emotional_support
I feel like nobody understands me since the weekend and I do not know how to cope,emotional_support
I feel like nobody understands me since the weekend and I feel like crying,emotional_support
I feel like nobody understands me since the weekend and I need emotional support,emotional_support
I feel like nobody understands me around other people,emotional_support
I feel like nobody understands me around other people and I just need someone to listen,emotional_support
I feel like nobody understands me around other people and I do not know how to cope,emotional_support
I feel like nobody understands me around other people and I feel like crying,emotional_support
I feel like nobody understands me around other people and I need emotional support,emotional_support
I feel like nobody understands me even when nothing is wrong,emotional_support
I feel like nobody understands me even when nothing is wrong and I just need someone to listen,emotional_support
I feel like nobody understands me even when nothing is wrong and I do not know how to cope,emotional_support
I feel like nobody understands me even when nothing is wrong and I feel like crying,emotional_support
I feel like nobody understands me even when nothing is wrong and I need emotional support,emotional_support
Lately I feel so anxious after work,emotional_support
Lately I feel so anxious after work and I just need someone to listen,emotional_support
Lately I feel so anxious after work and I do not know how to cope,emotional_support
Lately I feel so anxious after work and I feel like crying,emotional_support
Lately I feel so anxious after work and I need emotional support,emotional_support
Lately I feel so anxious when I wake up,emotional_support
Lately I feel so anxious when I wake up and I just need someone to listen,emotional_support
Lately I feel so anxious when I wake up and I do not know how to cope,emotional_support
Lately I feel so anxious when I wake up and I feel like crying,emotional_support
Lately I feel so anxious when I wake up and I need emotional support,emotional_support
Lately I feel so anxious every evening,emotional_support
Lately I feel so anxious every evening and I just need someone to listen,emotional_support
Lately I feel so anxious every evening and I do not know how to cope,emotional_support
Lately I feel so anxious every evening and I feel like crying,emotional_support
Lately I feel so anxious every evening and I need emotional support,emotional_support
Lately I feel so anxious all the time,emotional_support
Lately I feel so anxious all the time and I just need someone to listen,emotional_support
Lately I feel so anxious all the time and I do not know how to cope,emotional_support
Lately I feel so anxious all the time and I feel like crying,emotional_support
Lately I feel so anxious all the time and I need emotional support,emotional_support
Lately I feel so anxious since the weekend,emotional_support
Lately I feel so anxious since the weekend and I just need someone to listen,emotional_support
Lately I feel so anxious since the weekend and I do not know how to cope,emotional_support
Lately I feel so anxious since the weekend and I feel like crying,emotional_support
Lately I feel so anxious since the weekend and I need emotional support,emotional_support
Lately I feel so anxious around other people,emotional_support
Lately I feel so anxious around other people and I just need someone to listen,emotional_support
Lately I feel so anxious around other people and I do not know how to cope,emotional_support
Lately I feel so anxious around other people and I feel like crying,emotional_support
Lately I feel so anxious around other people and I need emotional support,emotional_support
Lately I feel so anxious even when nothing is wrong,emotional_support
Lately I feel so anxious even when nothing is wrong and I just need someone to listen,emotional_support
Lately I feel so anxious even when nothing is wrong and I do not know how to cope,emotional_support
Lately I feel so anxious even when nothing is wrong and I feel like crying,emotional_support
Lately I feel so anxious even when nothing is wrong and I need emotional support,emotional_support
Lately I feel really low after work,emotional_support
Lately I feel really low after work and I just need someone to listen,emotional_support
Lately I feel really low after work and I do not know how to cope,emotional_support
Lately I feel really low after work and I feel like crying,emotional_support
Lately I feel really low after work and I need emotional support,emotional_support
Lately I feel really low when I wake up,emotional_support
Lately I feel really low when I wake up and I just need someone to listen,emotional_support
Lately I feel really low when I wake up and I do not know how to cope,emotional_support
Lately I feel really low when I wake up and I feel like crying,emotional_support
Lately I feel really low when I wake up and I need emotional support,emotional_support
Lately I feel really low every evening,emotional_support
Lately I feel really low every evening and I just need someone to listen,emotional_support
Lately I feel really low every evening and I do not know how to cope,emotional_support
