text,sentiment
I feel stressed and overwhelmed all day right now,negative
I feel stressed and overwhelmed all day today,negative
I feel stressed and overwhelmed and it is hard to function,negative
I feel stressed and overwhelmed and it is hard to function right now,negative
I feel stressed and overwhelmed and it is hard to function today,negative
I feel stressed and overwhelmed and I do not feel okay,negative
I feel stressed and overwhelmed and I do not feel okay right now,negative
I feel stressed and overwhelmed and I do not feel okay today,negative
I feel stressed and overwhelmed because nothing feels easy,negative
I feel stressed and overwhelmed because nothing feels easy right now,negative
I feel stressed and overwhelmed because nothing feels easy today,negative
I feel really lonely,negative
I feel really lonely right now,negative
I feel really lonely today,negative
I feel really lonely since yesterday,negative
I feel really lonely since yesterday right now,negative
I feel really lonely since yesterday today,negative
I feel really lonely all day,negative
I feel really lonely all day right now,negative
I feel really lonely all day today,negative
I feel really lonely and it is hard to function,negative
I feel really lonely and it is hard to function right now,negative
I feel really lonely and it is hard to function today,negative
I feel really lonely and I do not feel okay,negative
I feel really lonely and I do not feel okay right now,negative
I feel really lonely and I do not feel okay today,negative
I feel really lonely because nothing feels easy,negative
I feel really lonely because nothing feels easy right now,negative
I feel really lonely because nothing feels easy today,negative
I feel drained and unmotivated,negative
I feel drained and unmotivated right now,negative
I feel drained and unmotivated today,negative
I feel drained and unmotivated since yesterday,negative
I feel drained and unmotivated since yesterday right now,negative
I feel drained and unmotivated since yesterday today,negative
I feel drained and unmotivated all day,negative
I feel drained and unmotivated all day right now,negative
I feel drained and unmotivated all day today,negative
I feel drained and unmotivated and it is hard to function,negative
I feel drained and unmotivated and it is hard to function right now,negative
I feel drained and unmotivated and it is hard to function today,negative
I feel drained and unmotivated and I do not feel okay,negative
I feel drained and unmotivated and I do not feel okay right now,negative
I feel drained and unmotivated and I do not feel okay today,negative
I feel drained and unmotivated because nothing feels easy,negative
I feel drained and unmotivated because nothing feels easy right now,negative
I feel drained and unmotivated because nothing feels easy today,negative
I feel worried about everything,negative
I feel worried about everything right now,negative
I feel worried about everything today,negative
I feel worried about everything since yesterday,negative
I feel worried about everything since yesterday right now,negative
I feel worried about everything since yesterday today,negative
I feel worried about everything all day,negative
I feel worried about everything all day right now,negative
I feel worried about everything all day today,negative
I feel worried about everything and it is hard to function,negative
I feel worried about everything and it is hard to function right now,negative
I feel worried about everything and it is hard to function today,negative
I feel worried about everything and I do not feel okay,negative
I feel worried about everything and I do not feel okay right now,negative
I feel worried about everything and I do not feel okay today,negative
I feel worried about everything because nothing feels easy,negative
I feel worried about everything because nothing feels easy right now,negative
I feel worried about everything because nothing feels easy today,negative
I feel sick with fever and body pain,negative
I feel sick with fever and body pain right now,negative
I feel sick with fever and body pain today,negative
I feel sick with fever and body pain since yesterday,negative
I feel sick with fever and body pain since yesterday right now,negative
I feel sick with fever and body pain since yesterday today,negative
I feel sick with fever and body pain all day,negative
I feel sick with fever and body pain all day right now,negative
I feel sick with fever and body pain all day today,negative
I feel sick with fever and body pain and it is hard to function,negative
I feel sick with fever and body pain and it is hard to function right now,negative
I feel sick with fever and body pain and it is hard to function today,negative
I feel sick with fever and body pain and I do not feel okay,negative
I feel sick with fever and body pain and I do not feel okay right now,negative
I feel sick with fever and body pain and I do not feel okay today,negative
I feel sick with fever and body pain because nothing feels easy,negative
I feel sick with fever and body pain because nothing feels easy right now,negative
I feel sick with fever and body pain because nothing feels easy today,negative
I feel miserable with a cold and cough,negative
I feel miserable with a cold and cough right now,negative
I feel miserable with a cold and cough today,negative
I feel miserable with a cold and cough since yesterday,negative
I feel miserable with a cold and cough since yesterday right now,negative
I feel miserable with a cold and cough since yesterday today,negative
I feel miserable with a cold and cough all day,negative
I feel miserable with a cold and cough all day right now,negative
I feel miserable with a cold and cough all day today,negative
I feel miserable with a cold and cough and it is hard to function,negative
I feel miserable with a cold and cough and it is hard to function right now,negative
I feel miserable with a cold and cough and it is hard to function today,negative
I feel miserable with a cold and cough and I do not feel okay,negative
I feel miserable with a cold and cough and I do not feel okay right now,negative
I feel miserable with a cold and cough and I do not feel okay today,negative
I feel miserable with a cold and cough because nothing feels easy,negative
I feel miserable with a cold and cough because nothing feels easy right now,negative
I feel miserable with a cold and cough because nothing feels easy today,negative
I feel nauseous and weak,negative
I feel nauseous and weak right now,negative
I feel nauseous and weak today,negative
I feel nauseous and weak since yesterday,negative
I feel nauseous and weak since yesterday right now,negative
I feel nauseous and weak since yesterday today,negative
I feel nauseous and weak all day,negative
I feel nauseous and weak all day right now,negative
I feel nauseous and weak all day today,negative
I feel nauseous and weak and it is hard to function,negative
I feel nauseous and weak and it is hard to function right now,negative
I feel nauseous and weak and it is hard to function today,negative
I feel nauseous and weak and I do not feel okay,negative
I feel nauseous and weak and I do not feel okay right now,negative
I feel nauseous and weak and I do not feel okay today,negative
I feel nauseous and weak because nothing feels easy,negative
I feel nauseous and weak because nothing feels easy right now,negative
I feel nauseous and weak because nothing feels easy today,negative
I feel exhausted after not sleeping,negative
I feel exhausted after not sleeping right now,negative
I feel exhausted after not sleeping today,negative
I feel exhausted after not sleeping since yesterday,negative
I feel exhausted after not sleeping since yesterday right now,negative
I feel exhausted after not sleeping since yesterday today,negative
I feel exhausted after not sleeping all day,negative
I feel exhausted after not sleeping all day right now,negative
I feel exhausted after not sleeping all day today,negative
I feel exhausted after not sleeping and it is hard to function,negative
I feel exhausted after not sleeping and it is hard to function right now,negative
I feel exhausted after not sleeping and it is hard to function today,negative
I feel exhausted after not sleeping and I do not feel okay,negative
I feel exhausted after not sleeping and I do not feel okay right now,negative
I feel exhausted after not sleeping and I do not feel okay today,negative
I feel exhausted after not sleeping because nothing feels easy,negative
I feel exhausted after not sleeping because nothing feels easy right now,negative
I feel exhausted after not sleeping because nothing feels easy today,negative
Today I feel anxious and tense,negative
Today I feel anxious and tense right now,negative
Today I feel anxious and tense today,negative
Today I feel anxious and tense since yesterday,negative
Today I feel anxious and tense since yesterday right now,negative
Today I feel anxious and tense since yesterday today,negative
Today I feel anxious and tense all day,negative
Today I feel anxious and tense all day right now,negative
Today I feel anxious and tense all day today,negative
Today I feel anxious and tense and it is hard to function,negative
Today I feel anxious and tense and it is hard to function right now,negative
Today I feel anxious and tense and it is hard to function today,negative
Today I feel anxious and tense and I do not feel okay,negative
Today I feel anxious and tense and I do not feel okay right now,negative
Today I feel anxious and tense and I do not feel okay today,negative
Today I feel anxious and tense because nothing feels easy,negative
Today I feel anxious and tense because nothing feels easy right now,negative
Today I feel anxious and tense because nothing feels easy today,negative
Today I feel sad and tired,negative
Today I feel sad and tired right now,negative
Today I feel sad and tired today,negative
Today I feel sad and tired since yesterday,negative
Today I feel sad and tired since yesterday right now,negative
Today I feel sad and tired since yesterday today,negative
Today I feel sad and tired all day,negative
Today I feel sad and tired all day right now,negative
Today I feel sad and tired all day today,negative
Today I feel sad and tired and it is hard to function,negative
Today I feel sad and tired and it is hard to function right now,negative
Today I feel sad and tired and it is hard to function today,negative
Today I feel sad and tired and I do not feel okay,negative
Today I feel sad and tired and I do not feel okay right now,negative
Today I feel sad and tired and I do not feel okay today,negative
Today I feel sad and tired because nothing feels easy,negative
Today I feel sad and tired because nothing feels easy right now,negative
Today I feel sad and tired because nothing feels easy today,negative
Today I feel stressed and overwhelmed,negative
Today I feel stressed and overwhelmed right now,negative
Today I feel stressed and overwhelmed today,negative
Today I feel stressed and overwhelmed since yesterday,negative
Today I feel stressed and overwhelmed since yesterday right now,negative
Today I feel stressed and overwhelmed since yesterday today,negative
Today I feel stressed and overwhelmed all day,negative
Today I feel stressed and overwhelmed all day right now,negative
Today I feel stressed and overwhelmed all day today,negative
Today I feel stressed and overwhelmed and it is hard to function,negative
Today I feel stressed and overwhelmed and it is hard to function right now,negative
Today I feel stressed and overwhelmed and it is hard to function today,negative
Today I feel stressed and overwhelmed and I do not feel okay,negative
Today I feel stressed and overwhelmed and I do not feel okay right now,negative
Today I feel stressed and overwhelmed and I do not feel okay today,negative
Today I feel stressed and overwhelmed because nothing feels easy,negative
Today I feel stressed and overwhelmed because nothing feels easy right now,negative
Today I feel stressed and overwhelmed because nothing feels easy today,negative
Today I feel really lonely,negative
Today I feel really lonely right now,negative
Today I feel really lonely today,negative
Today I feel really lonely since yesterday,negative
Today I feel really lonely since yesterday right now,negative
Today I feel really lonely since yesterday today,negative
Today I feel really lonely all day,negative
Today I feel really lonely all day right now,negative
Today I feel really lonely all day today,negative
Today I feel really lonely and it is hard to function,negative
Today I feel really lonely and it is hard to function right now,negative
Today I feel really lonely and it is hard to function today,negative
Today I feel really lonely and I do not feel okay,negative
Today I feel really lonely and I do not feel okay right now,negative
Today I feel really lonely and I do not feel okay today,negative
Today I feel really lonely because nothing feels easy,negative
Today I feel really lonely because nothing feels easy right now,negative
Today I feel really lonely because nothing feels easy today,negative
Today I feel drained and unmotivated,negative
Today I feel drained and unmotivated right now,negative
Today I feel drained and unmotivated today,negative
Today I feel drained and unmotivated since yesterday,negative
Today I feel drained and unmotivated since yesterday right now,negative
Today I feel drained and unmotivated since yesterday today,negative
Today I feel drained and unmotivated all day,negative
Today I feel drained and unmotivated all day right now,negative
Today I feel drained and unmotivated all day today,negative
Today I feel drained and unmotivated and it is hard to function,negative
Today I feel drained and unmotivated and it is hard to function right now,negative
Today I feel drained and unmotivated and it is hard to function today,negative
Today I feel drained and unmotivated and I do not feel okay,negative
Today I feel drained and unmotivated and I do not feel okay right now,negative
Today I feel drained and unmotivated and I do not feel okay today,negative
Today I feel drained and unmotivated because nothing feels easy,negative
Today I feel drained and unmotivated because nothing feels easy right now,negative
Today I feel drained and unmotivated because nothing feels easy today,negative
Today I feel worried about everything,negative
Today I feel worried about everything right now,negative
Today I feel worried about everything today,negative
Today I feel worried about everything since yesterday,negative
Today I feel worried about everything since yesterday right now,negative
Today I feel worried about everything since yesterday today,negative
Today I feel worried about everything all day,negative
Today I feel worried about everything all day right now,negative
Today I feel worried about everything all day today,negative
Today I feel worried about everything and it is hard to function,negative
Today I feel worried about everything and it is hard to function right now,negative
Today I feel worried about everything and it is hard to function today,negative
Today I feel worried about everything and I do not feel okay,negative
Today I feel worried about everything and I do not feel okay right now,negative
Today I feel worried about everything and I do not feel okay today,negative
Today I feel worried about everything because nothing feels easy,negative
Today I feel worried about everything because nothing feels easy right now,negative
Today I feel worried about everything because nothing feels easy today,negative
Today I feel sick with fever and body pain,negative
Today I feel sick with fever and body pain right now,negative
Today I feel sick with fever and body pain today,negative
Today I feel sick with fever and body pain since yesterday,negative
Today I feel sick with fever and body pain since yesterday right now,negative
Today I feel sick with fever and body pain since yesterday today,negative
Today I feel sick with fever and body pain all day,negative
Today I feel sick with fever and body pain all day right now,negative
Today I feel sick with fever and body pain all day today,negative
Today I feel sick with fever and body pain and it is hard to function,negative
Today I feel sick with fever and body pain and it is hard to function right now,negative
Today I feel sick with fever and body pain and it is hard to function today,negative
Today I feel sick with fever and body pain and I do not feel okay,negative
Today I feel sick with fever and body pain and I do not feel okay right now,negative
Today I feel sick with fever and body pain and I do not feel okay today,negative
Today I feel sick with fever and body pain because nothing feels easy,negative
Today I feel sick with fever and body pain because nothing feels easy right now,negative
Today I feel sick with fever and body pain because nothing feels easy today,negative
Today I feel miserable with a cold and cough,negative
Today I feel miserable with a cold and cough right now,negative
Today I feel miserable with a cold and cough today,negative
Today I feel miserable with a cold and cough since yesterday,negative
Today I feel miserable with a cold and cough since yesterday right now,negative
Today I feel miserable with a cold and cough since yesterday today,negative
Today I feel miserable with a cold and cough all day,negative
Today I feel miserable with a cold and cough all day right now,negative
Today I feel miserable with a cold and cough all day today,negative
Today I feel miserable with a cold and cough and it is hard to function,negative
Today I feel miserable with a cold and cough and it is hard to function right now,negative
Today I feel miserable with a cold and cough and it is hard to function today,negative
Today I feel miserable with a cold and cough and I do not feel okay,negative
Today I feel miserable with a cold and cough and I do not feel okay right now,negative
Today I feel miserable with a cold and cough and I do not feel okay today,negative
Today I feel miserable with a cold and cough because nothing feels easy,negative
Today I feel miserable with a cold and cough because nothing feels easy right now,negative
Today I feel miserable with a cold and cough because nothing feels easy today,negative
Today I feel nauseous and weak,negative
Today I feel nauseous and weak right now,negative
Today I feel nauseous and weak today,negative
Today I feel nauseous and weak since yesterday,negative
Today I feel nauseous and weak since yesterday right now,negative
Today I feel nauseous and weak since yesterday today,negative
Today I feel nauseous and weak all day,negative
Today I feel nauseous and weak all day right now,negative
Today I feel nauseous and weak all day today,negative
Today I feel nauseous and weak and it is hard to function,negative
Today I feel nauseous and weak and it is hard to function right now,negative
Today I feel nauseous and weak and it is hard to function today,negative
Today I feel nauseous and weak and I do not feel okay,negative
Today I feel nauseous and weak and I do not feel okay right now,negative
Today I feel nauseous and weak and I do not feel okay today,negative
Today I feel nauseous and weak because nothing feels easy,negative
Today I feel nauseous and weak because nothing feels easy right now,negative
Today I feel nauseous and weak because nothing feels easy today,negative
Today I feel exhausted after not sleeping,negative
Today I feel exhausted after not sleeping right now,negative
Today I feel exhausted after not sleeping today,negative
Today I feel exhausted after not sleeping since yesterday,negative
Today I feel exhausted after not sleeping since yesterday right now,negative
Today I feel exhausted after not sleeping since yesterday today,negative
Today I feel exhausted after not sleeping all day,negative
Today I feel exhausted after not sleeping all day right now,negative
Today I feel exhausted after not sleeping all day today,negative
Today I feel exhausted after not sleeping and it is hard to function,negative
Today I feel exhausted after not sleeping and it is hard to function right now,negative
Today I feel exhausted after not sleeping and it is hard to function today,negative
Today I feel exhausted after not sleeping and I do not feel okay,negative
Today I feel exhausted after not sleeping and I do not feel okay right now,negative
Today I feel exhausted after not sleeping and I do not feel okay today,negative
Today I feel exhausted after not sleeping because nothing feels easy,negative
Today I feel exhausted after not sleeping because nothing feels easy right now,negative
Today I feel exhausted after not sleeping because nothing feels easy today,negative
Most days I feel anxious and tense,negative
Most days I feel anxious and tense right now,negative
Most days I feel anxious and tense today,negative
Most days I feel anxious and tense since yesterday,negative
Most days I feel anxious and tense since yesterday right now,negative
Most days I feel anxious and tense since yesterday today,negative
Most days I feel anxious and tense all day,negative
Most days I feel anxious and tense all day right now,negative
Most days I feel anxious and tense all day today,negative
Most days I feel anxious and tense and it is hard to function,negative
Most days I feel anxious and tense and it is hard to function right now,negative
Most days I feel anxious and tense and it is hard to function today,negative
Most days I feel anxious and tense and I do not feel okay,negative
Most days I feel anxious and tense and I do not feel okay right now,negative
Most days I feel anxious and tense and I do not feel okay today,negative
Most days I feel anxious and tense because nothing feels easy,negative
Most days I feel anxious and tense because nothing feels easy right now,negative
Most days I feel anxious and tense because nothing feels easy today,negative
Most days I feel sad and tired,negative
Most days I feel sad and tired right now,negative
Most days I feel sad and tired today,negative
Most days I feel sad and tired since yesterday,negative
Most days I feel sad and tired since yesterday right now,negative
Most days I feel sad and tired since yesterday today,negative
Most days I feel sad and tired all day,negative
Most days I feel sad and tired all day right now,negative
Most days I feel sad and tired all day today,negative
Most days I feel sad and tired and it is hard to function,negative
Most days I feel sad and tired and it is hard to function right now,negative
Most days I feel sad and tired and it is hard to function today,negative
Most days I feel sad and tired and I do not feel okay,negative
Most days I feel sad and tired and I do not feel okay right now,negative
Most days I feel sad and tired and I do not feel okay today,negative
Most days I feel sad and tired because nothing feels easy,negative
Most days I feel sad and tired because nothing feels easy right now,negative
Most days I feel sad and tired because nothing feels easy today,negative
Most days I feel stressed and overwhelmed,negative
Most days I feel stressed and overwhelmed right now,negative
Most days I feel stressed and overwhelmed today,negative
Most days I feel stressed and overwhelmed since yesterday,negative
Most days I feel stressed and overwhelmed since yesterday right now,negative
Most days I feel stressed and overwhelmed since yesterday today,negative
Most days I feel stressed and overwhelmed all day,negative
Most days I feel stressed and overwhelmed all day right now,negative
Most days I feel stressed and overwhelmed all day today,negative
Most days I feel stressed and overwhelmed and it is hard to function,negative
Most days I feel stressed and overwhelmed and it is hard to function right now,negative
Most days I feel stressed and overwhelmed and it is hard to function today,negative
Most days I feel stressed and overwhelmed and I do not feel okay,negative
Most days I feel stressed and overwhelmed and I do not feel okay right now,negative
Most days I feel stressed and overwhelmed and I do not feel okay today,negative
Most days I feel stressed and overwhelmed because nothing feels easy,negative
Most days I feel stressed and overwhelmed because nothing feels easy right now,negative
Most days I feel stressed and overwhelmed because nothing feels easy today,negative
Most days I feel really lonely,negative
Most days I feel really lonely right now,negative
Most days I feel really lonely today,negative
Most days I feel really lonely since yesterday,negative
Most days I feel really lonely since yesterday right now,negative
Most days I feel really lonely since yesterday today,negative
Most days I feel really lonely all day,negative
Most days I feel really lonely all day right now,negative
Most days I feel really lonely all day today,negative
Most days I feel really lonely and it is hard to function,negative
Most days I feel really lonely and it is hard to function right now,negative
Most days I feel really lonely and it is hard to function today,negative
Most days I feel really lonely and I do not feel okay,negative
Most days I feel really lonely and I do not feel okay right now,negative
Most days I feel really lonely and I do not feel okay today,negative
Most days I feel really lonely because nothing feels easy,negative
Most days I feel really lonely because nothing feels easy right now,negative
Most days I feel really lonely because nothing feels easy today,negative
Most days I feel drained and unmotivated,negative
Most days I feel drained and unmotivated right now,negative
Most days I feel drained and unmotivated today,negative
Most days I feel drained and unmotivated since yesterday,negative
Most days I feel drained and unmotivated since yesterday right now,negative
Most days I feel drained and unmotivated since yesterday today,negative
Most days I feel drained and unmotivated all day,negative
Most days I feel drained and unmotivated all day right now,negative
Most days I feel drained and unmotivated all day today,negative
Most days I feel drained and unmotivated and it is hard to function,negative
Most days I feel drained and unmotivated and it is hard to function right now,negative
Most days I feel drained and unmotivated and it is hard to function today,negative
Most days I feel drained and unmotivated and I do not feel okay,negative
Most days I feel drained and unmotivated and I do not feel okay right now,negative
Most days I feel drained and unmotivated and I do not feel okay today,negative
Most days I feel drained and unmotivated because nothing feels easy,negative
Most days I feel drained and unmotivated because nothing feels easy right now,negative
Most days I feel drained and unmotivated because nothing feels easy today,negative
Most days I feel worried about everything,negative
Most days I feel worried about everything right now,negative
Most days I feel worried about everything today,negative
Most days I feel worried about everything since yesterday,negative
Most days I feel worried about everything since yesterday right now,negative
Most days I feel worried about everything since yesterday today,negative
Most days I feel worried about everything all day,negative
Most days I feel worried about everything all day right now,negative
Most days I feel worried about everything all day today,negative
Most days I feel worried about everything and it is hard to function,negative
Most days I feel worried about everything and it is hard to function right now,negative
Most days I feel worried about everything and it is hard to function today,negative
Most days I feel worried about everything and I do not feel okay,negative
Most days I feel worried about everything and I do not feel okay right now,negative
Most days I feel worried about everything and I do not feel okay today,negative
Most days I feel worried about everything because nothing feels easy,negative
Most days I feel worried about everything because nothing feels easy right now,negative
Most days I feel worried about everything because nothing feels easy today,negative
Most days I feel sick with fever and body pain,negative
Most days I feel sick with fever and body pain right now,negative
Most days I feel sick with fever and body pain today,negative
Most days I feel sick with fever and body pain since yesterday,negative
Most days I feel sick with fever and body pain since yesterday right now,negative
Most days I feel sick with fever and body pain since yesterday today,negative
Most days I feel sick with fever and body pain all day,negative
Most days I feel sick with fever and body pain all day right now,negative
Most days I feel sick with fever and body pain all day today,negative
Most days I feel sick with fever and body pain and it is hard to function,negative
Most days I feel sick with fever and body pain and it is hard to function right now,negative
Most days I feel sick with fever and body pain and it is hard to function today,negative
Most days I feel sick with fever and body pain and I do not feel okay,negative
Most days I feel sick with fever and body pain and I do not feel okay right now,negative
Most days I feel sick with fever and body pain and I do not feel okay today,negative
Most days I feel sick with fever and body pain because nothing feels easy,negative
Most days I feel sick with fever and body pain because nothing feels easy right now,negative
Most days I feel sick with fever and body pain because nothing feels easy today,negative
Most days I feel miserable with a cold and cough,negative
Most days I feel miserable with a cold and cough right now,negative
Most days I feel miserable with a cold and cough today,negative
Most days I feel miserable with a cold and cough since yesterday,negative
Most days I feel miserable with a cold and cough since yesterday right now,negative
Most days I feel miserable with a cold and cough since yesterday today,negative
Most days I feel miserable with a cold and cough all day,negative
Most days I feel miserable with a cold and cough all day right now,negative
Most days I feel miserable with a cold and cough all day today,negative
Most days I feel miserable with a cold and cough and it is hard to function,negative
Most days I feel miserable with a cold and cough and it is hard to function right now,negative
Most days I feel miserable with a cold and cough and it is hard to function today,negative
Most days I feel miserable with a cold and cough and I do not feel okay,negative
Most days I feel miserable with a cold and cough and I do not feel okay right now,negative
Most days I feel miserable with a cold and cough and I do not feel okay today,negative
Most days I feel miserable with a cold and cough because nothing feels easy,negative
Most days I feel miserable with a cold and cough because nothing feels easy right now,negative
Most days I feel miserable with a cold and cough because nothing feels easy today,negative
Most days I feel nauseous and weak,negative
Most days I feel nauseous and weak right now,negative
Most days I feel nauseous and weak today,negative
Most days I feel nauseous and weak since yesterday,negative
Most days I feel nauseous and weak since yesterday right now,negative
Most days I feel nauseous and weak since yesterday today,negative
Most days I feel nauseous and weak all day,negative
Most days I feel nauseous and weak all day right now,negative
Most days I feel nauseous and weak all day today,negative
Most days I feel nauseous and weak and it is hard to function,negative
Most days I feel nauseous and weak and it is hard to function right now,negative
Most days I feel nauseous and weak and it is hard to function today,negative
Most days I feel nauseous and weak and I do not feel okay,negative
Most days I feel nauseous and weak and I do not feel okay right now,negative
Most days I feel nauseous and weak and I do not feel okay today,negative
Most days I feel nauseous and weak because nothing feels easy,negative
Most days I feel nauseous and weak because nothing feels easy right now,negative
Most days I feel nauseous and weak because nothing feels easy today,negative
Most days I feel exhausted after not sleeping,negative
Most days I feel exhausted after not sleeping right now,negative
Most days I feel exhausted after not sleeping today,negative
Most days I feel exhausted after not sleeping since yesterday,negative
Most days I feel exhausted after not sleeping since yesterday right now,negative
Most days I feel exhausted after not sleeping since yesterday today,negative
Most days I feel exhausted after not sleeping all day,negative
Most days I feel exhausted after not sleeping all day right now,negative
Most days I feel exhausted after not sleeping all day today,negative
Most days I feel exhausted after not sleeping and it is hard to function,negative
Most days I feel exhausted after not sleeping and it is hard to function right now,negative
Most days I feel exhausted after not sleeping and it is hard to function today,negative
Most days I feel exhausted after not sleeping and I do not feel okay,negative
Most days I feel exhausted after not sleeping and I do not feel okay right now,negative
Most days I feel exhausted after not sleeping and I do not feel okay today,negative
Most days I feel exhausted after not sleeping because nothing feels easy,negative
Most days I feel exhausted after not sleeping because nothing feels easy right now,negative
Most days I feel exhausted after not sleeping because nothing feels easy today,negative
Lately I have been anxious and tense,negative
Lately I have been anxious and tense right now,negative
Lately I have been anxious and tense today,negative
Lately I have been anxious and tense since yesterday,negative
Lately I have been anxious and tense since yesterday right now,negative
Lately I have been anxious and tense since yesterday today,negative
Lately I have been anxious and tense all day,negative
Lately I have been anxious and tense all day right now,negative
Lately I have been anxious and tense all day today,negative
Lately I have been anxious and tense and it is hard to function,negative
Lately I have been anxious and tense and it is hard to function right now,negative
Lately I have been anxious and tense and it is hard to function today,negative
Lately I have been anxious and tense and I do not feel okay,negative
Lately I have been anxious and tense and I do not feel okay right now,negative
Lately I have been anxious and tense and I do not feel okay today,negative
Lately I have been anxious and tense because nothing feels easy,negative
Lately I have been anxious and tense because nothing feels easy right now,negative
Lately I have been anxious and tense because nothing feels easy today,negative
Lately I have been sad and tired,negative
Lately I have been sad and tired right now,negative
Lately I have been sad and tired today,negative
Lately I have been sad and tired since yesterday,negative
Lately I have been sad and tired since yesterday right now,negative
Lately I have been sad and tired since yesterday today,negative
Lately I have been sad and tired all day,negative
Lately I have been sad and tired all day right now,negative
Lately I have been sad and tired all day today,negative
Lately I have been sad and tired and it is hard to function,negative
Lately I have been sad and tired and it is hard to function right now,negative
Lately I have been sad and tired and it is hard to function today,negative
Lately I have been sad and tired and I do not feel okay,negative
Lately I have been sad and tired and I do not feel okay right now,negative
Lately I have been sad and tired and I do not feel okay today,negative
Lately I have been sad and tired because nothing feels easy,negative
Lately I have been sad and tired because nothing feels easy right now,negative
Lately I have been sad and tired because nothing feels easy today,negative
Lately I have been stressed and overwhelmed,negative
Lately I have been stressed and overwhelmed right now,negative
Lately I have been stressed and overwhelmed today,negative
Lately I have been stressed and overwhelmed since yesterday,negative
Lately I have been stressed and overwhelmed since yesterday right now,negative
Lately I have been stressed and overwhelmed since yesterday today,negative
Lately I have been stressed and overwhelmed all day,negative
Lately I have been stressed and overwhelmed all day right now,negative
Lately I have been stressed and overwhelmed all day today,negative
Lately I have been stressed and overwhelmed and it is hard to function,negative
Lately I have been stressed and overwhelmed and it is hard to function right now,negative
Lately I have been stressed and overwhelmed and it is hard to function today,negative
Lately I have been stressed and overwhelmed and I do not feel okay,negative
Lately I have been stressed and overwhelmed and I do not feel okay right now,negative
Lately I have been stressed and overwhelmed and I do not feel okay today,negative
Lately I have been stressed and overwhelmed because nothing feels easy,negative
Lately I have been stressed and overwhelmed because nothing feels easy right now,negative
Lately I have been stressed and overwhelmed because nothing feels easy today,negative
Lately I have been really lonely,negative
Lately I have been really lonely right now,negative
Lately I have been really lonely today,negative
Lately I have been really lonely since yesterday,negative
Lately I have been really lonely since yesterday right now,negative
Lately I have been really lonely since yesterday today,negative
Lately I have been really lonely all day,negative
Lately I have been really lonely all day right now,negative
Lately I have been really lonely all day today,negative
Lately I have been really lonely and it is hard to function,negative
Lately I have been really lonely and it is hard to function right now,negative
Lately I have been really lonely and it is hard to function today,negative
Lately I have been really lonely and I do not feel okay,negative
Lately I have been really lonely and I do not feel okay right now,negative
Lately I have been really lonely and I do not feel okay today,negative
Lately I have been really lonely because nothing feels easy,negative
Lately I have been really lonely because nothing feels easy right now,negative
Lately I have been really lonely because nothing feels easy today,negative
Lately I have been drained and unmotivated,negative
Lately I have been drained and unmotivated right now,negative
Lately I have been drained and unmotivated today,negative
Lately I have been drained and unmotivated since yesterday,negative
Lately I have been drained and unmotivated since yesterday right now,negative
Lately I have been drained and unmotivated since yesterday today,negative
Lately I have been drained and unmotivated all day,negative
Lately I have been drained and unmotivated all day right now,negative
Lately I have been drained and unmotivated all day today,negative
Lately I have been drained and unmotivated and it is hard to function,negative
Lately I have been drained and unmotivated and it is hard to function right now,negative
Lately I have been drained and unmotivated and it is hard to function today,negative
Lately I have been drained and unmotivated and I do not feel okay,negative
Lately I have been drained and unmotivated and I do not feel okay right now,negative
Lately I have been drained and unmotivated and I do not feel okay today,negative
Lately I have been drained and unmotivated because nothing feels easy,negative
Lately I have been drained and unmotivated because nothing feels easy right now,negative
Lately I have been drained and unmotivated because nothing feels easy today,negative
Lately I have been worried about everything,negative
Lately I have been worried about everything right now,negative
Lately I have been worried about everything today,negative
Lately I have been worried about everything since yesterday,negative
Lately I have been worried about everything since yesterday right now,negative
Lately I have been worried about everything since yesterday today,negative
Lately I have been worried about everything all day,negative
Lately I have been worried about everything all day right now,negative
Lately I have been worried about everything all day today,negative
Lately I have been worried about everything and it is hard to function,negative
Lately I have been worried about everything and it is hard to function right now,negative
Lately I have been worried about everything and it is hard to function today,negative
Lately I have been worried about everything and I do not feel okay,negative
Lately I have been worried about everything and I do not feel okay right now,negative
Lately I have been worried about everything and I do not feel okay today,negative
Lately I have been worried about everything because nothing feels easy,negative
Lately I have been worried about everything because nothing feels easy right now,negative
Lately I have been worried about everything because nothing feels easy today,negative
Lately I have been sick with fever and body pain,negative
Lately I have been sick with fever and body pain right now,negative
Lately I have been sick with fever and body pain today,negative
Lately I have been sick with fever and body pain since yesterday,negative
Lately I have been sick with fever and body pain since yesterday right now,negative
Lately I have been sick with fever and body pain since yesterday today,negative
Lately I have been sick with fever and body pain all day,negative
Lately I have been sick with fever and body pain all day right now,negative
Lately I have been sick with fever and body pain all day today,negative
Lately I have been sick with fever and body pain and it is hard to function,negative
Lately I have been sick with fever and body pain and it is hard to function right now,negative
Lately I have been sick with fever and body pain and it is hard to function today,negative
Lately I have been sick with fever and body pain and I do not feel okay,negative
Lately I have been sick with fever and body pain and I do not feel okay right now,negative
Lately I have been sick with fever and body pain and I do not feel okay today,negative
Lately I have been sick with fever and body pain because nothing feels easy,negative
Lately I have been sick with fever and body pain because nothing feels easy right now,negative
Lately I have been sick with fever and body pain because nothing feels easy today,negative
Lately I have been miserable with a cold and cough,negative
